Symbol	Company Name	Industry	Market Cap			
SEE	Sealed Air	Containers & Packaging	7.31B			
SEED	Origin Agritech	Food Products	55.41M			
SEEL	Seelos Therapeutics	Pharmaceuticals	100.29M			
SEER	"Seer, Inc."	Life Sciences Tools & Services	502.50M			
SEIC	SEI Investments Company	Capital Markets	8.30B			
SELB	Selecta Biosciences	Biotechnology	235.67M			
SELF	Global Self Storage	Equity Real Estate Investment Trusts ...	56.69M			
SEM	Select Medical Holdings	Health Care Providers & Services	3.21B			
SEMR	SEMrush Holdings	Software	518.57M			
SENEA	Seneca Foods	Food Products	416.40M			
SENEB	Seneca Foods	Food Products	104.87M			
SENS	Senseonics Holdings	Health Care Equipment & Supplies	577.15M			
SERA	Sera Prognostics	Diagnostics & Research	42.62M			
SES	SES AI	Auto Parts	1.67B			
SESN	Sesen Bio	Biotechnology	110.26M			
SEV	Sono Group	Auto Manufacturers	116.27M			
SEVN	Seven Hills Realty Trust	REIT-Mortgage	139.89M			
SF	Stifel Financial	Capital Markets	7.07B			
SFBC	Sound Financial Bancorp	Banks	104.47M			
SFBS	ServisFirst Bancshares	Banks	4.12B			
SFE	Safeguard Scientifics	Capital Markets	59.33M			
SFET	Safe-T Group	Software	12.56M			
SFIX	Stitch Fix	Internet & Direct Marketing Retail	397.98M			
SFL	SFL Corporation Ltd.	"Oil, Gas & Consumable Fuels"	1.45B			
SFM	Sprouts Farmers Market	Food & Staples Retailing	3.56B			
SFNC	Simmons First National	Banks	3.09B			
SFST	Southern First Bancshares	Banks	374.36M			
SFT	Shift Technologies	Auto & Truck Dealerships	33.00M			
SG	Sweetgreen	Restaurants	1.44B			
SGA	Saga Communications	Media	140.24M			
SGBX	SG Blocks	Machinery	15.91M			
SGC	Superior Group of Companies	"Textiles, Apparel & Luxury Goods"	180.02M			
SGEN	Seagen	Biotechnology	24.68B			
SGFY	Signify Health	Health Information Services	5.11B			
SGH	SMART Global Holdings	Semiconductors & Semiconductor Equipment	808.07M			
SGHC	Super Group (SGHC)	Gambling	1.95B			
SGHL	Signal Hill Acquisition	Blank Check / SPAC	100.40M			
SGHT	Sight Sciences	Medical Devices	539.48M			
SGII	Seaport Global Acquisition II	Blank Check / SPAC	144.61M			
SGLY	Singularity Future Technology	Integrated Freight & Logistics	52.31M			
SGMA	SigmaTron International	"Electronic Equipment, Instruments & C..."	34.85M			
SGML	Sigma Lithium	Other Industrial Metals & Mining	3.50B			
SGMO	Sangamo Therapeutics	Biotechnology	660.44M			
SGRP	SPAR Group	Media	30.67M			
SGRY	Surgery Partners	Health Care Providers & Services	2.68B			
SGTX	Sigilon Therapeutics	Biotechnology	17.17M			
SGU	Star Group	Gas Utilities	315.40M			
SHAC	SCP & CO Healthcare Acquisition Company	Blank Check / SPAC	230.23M			
SHAK	Shake Shack	"Hotels, Restaurants & Leisure"	2.03B			
SHAP	Spree Acquisition 1	Blank Check / SPAC	202.40M			
SHBI	Shore Bancshares	Banks	392.63M			
SHC	Sotera Health Company	Diagnostics & Research	2.07B			
SHCA	Spindletop Health Acquisition	Blank Check / SPAC	233.22M			
SHCR	Sharecare	Health Information Services	592.03M			
SHEL	Shell	"Oil, Gas & Consumable Fuels"	198.10B			
SHEN	Shenandoah Telecommunications Company	Wireless Telecommunication Services	954.87M			
SHFS	SHF Holdings	Diversified Financial Services	75.61M			
SHG	Shinhan Financial Group Co.	Banks	14.37B			
SHIP	Seanergy Maritime Holdings	Marine	87.10M			
SHLS	Shoals Technologies Group	Solar	2.57B			
SHO	Sunstone Hotel Investors	Equity Real Estate Investment Trusts ...	2.30B			
SHOO	Steven Madden	"Textiles, Apparel & Luxury Goods"	2.57B			
SHOP	Shopify	IT Services	46.94B			
SHPH	Shuttle Pharmaceuticals Holdings	Drug Manufacturers-Specialty & Generic	25.18M			
SHPW	Shapeways Holdings	Specialty Industrial Machinery	29.22M			
SHQA	Shelter Acquisition I	Blank Check / SPAC	221.65M			
SHUA	SHUAA Partners Acquisition Corp I	Blank Check / SPAC	110.82M			
SHW	The Sherwin-Williams Company	Chemicals	61.48B			
SHYF	The Shyft Group	Machinery	929.03M			
SI	Silvergate Capital	Banks	1.09B			
SIBN	SI-BONE	Health Care Equipment & Supplies	473.41M			
SID	Companhia Siderurgica Nacional	Metals & Mining	3.89B			
SIDU	Sidus Space	Aerospace & Defense	14.13M			
SIEB	Siebert Financial	Capital Markets	57.90M			
SIEN	Sientra	Health Care Equipment & Supplies	21.15M			
SIER	Sierra Lake Acquisition	Blank Check / SPAC	302.40M			
SIF	SIFCO Industries	Aerospace & Defense	16.87M			
SIFY	Sify Technologies	Diversified Telecommunication Services	285.08M			
SIG	Signet Jewelers	Specialty Retail	3.06B			
SIGA	SIGA Technologies	Pharmaceuticals	685.70M			
SIGI	Selective Insurance Group	Insurance	5.50B			
SII	Sprott	Capital Markets	962.82M			
SILC	Silicom	Communications Equipment	292.24M			
SILK	Silk Road Medical	Health Care Equipment & Supplies	1.85B			
SILO	Silo Pharma	Biotechnology	10.92M			
SILV	SilverCrest Metals	Metals & Mining	971.69M			
SIM	Grupo Simec	Metals & Mining	5.03B			
SIMO	Silicon Motion Technology	Semiconductors & Semiconductor Equipment	2.05B			
SINT	SINTX Technologies	Health Care Equipment & Supplies	2.47M			
SIOX	Sio Gene Therapies	Biotechnology	22.38M			
SIRE	Sisecam Resources LP	Chemicals	435.40M			
SIRI	Sirius XM Holdings	Media	25.05B			
SISI	Shineco	Personal Products	14.76M			
SITC	SITE Centers	Equity Real Estate Investment Trusts ...	2.79B			
SITE	SiteOne Landscape Supply	Trading Companies & Distributors	6.15B			
SITM	SiTime	Semiconductors & Semiconductor Equipment	2.30B			
SIVB	SVB Financial Group	Banks	13.93B			
SIX	Six Flags Entertainment	"Hotels, Restaurants & Leisure"	1.96B			
SJ	Scienjoy Holding	Broadcasting	56.77M			
SJI	South Jersey Industries	Gas Utilities	4.18B			
SJM	The J. M. Smucker Company	Food Products	15.20B			
SJR	Shaw Communications	Media	12.94B			
SJT	San Juan Basin Royalty Trust	"Oil, Gas & Consumable Fuels"	506.64M			
SJW	SJW Group	Water Utilities	2.16B			
SKE	Skeena Resources	Other Industrial Metals & Mining	432.58M			
SKGR	SK Growth Opportunities	Blank Check / SPAC	252.38M			
SKIL	Skillsoft	Education & Training Services	309.15M			
SKIN	The Beauty Health Company	Household & Personal Products	1.42B			
SKLZ	Skillz	Entertainment	400.81M			
SKM	SK Telecom Co.	Wireless Telecommunication Services	8.33B			
SKT	Tanger Factory Outlet Centers	Equity Real Estate Investment Trusts ...	2.01B			
SKX	Skechers USA	"Textiles, Apparel & Luxury Goods"	5.31B			
SKY	Skyline Champion	Household Durables	3.11B			
SKYA	Skydeck Acquisition	Blank Check / SPAC	220.77M			
SKYH	Sky Harbour Group	Independent Power and Renewable Elect...	51.47M			
SKYT	SkyWater Technology	Semiconductors	480.87M			
SKYW	SkyWest	Airlines	919.88M			
SKYX	SQL Technologies	Electrical Equipment & Parts	223.86M			
SLAB	Silicon Laboratories	Semiconductors & Semiconductor Equipment	4.70B			
SLAC	Social Leverage Acquisition I	Blank Check / SPAC	345.35M			
SLAM	Slam Corp.	Shell Companies	573.85M			
SLB	Schlumberger	Energy Equipment & Services	77.73B			
SLCA	U.S. Silica Holdings	Energy Equipment & Services	1.10B			
SLDB	Solid Biosciences	Biotechnology	49.79M			
SLDP	Solid Power	Electrical Equipment & Parts	989.43M			
SLF	Sun Life Financial	Insurance	27.18B			
SLG	SL Green Realty	Equity Real Estate Investment Trusts ...	2.67B			
SLGC	SomaLogic	Health Information Services	603.56M			
SLGG	Super League Gaming	Interactive Media & Services	22.45M			
SLGL	Sol-Gel Technologies	Pharmaceuticals	111.02M			
SLGN	Silgan Holdings	Containers & Packaging	5.40B			
SLI	Standard Lithium	Other Industrial Metals & Mining	721.17M			
SLM	SLM Corporation	Consumer Finance	4.43B			
SLN	Silence Therapeutics	Biotechnology	490.59M			
SLNA	Selina Hospitality	Shell Companies	511.58M			
SLNG	Stabilis Solutions	"Oil, Gas & Consumable Fuels"	126.50M			
SLNH	Soluna Holdings	Information Technology Services	15.29M			
SLNO	Soleno Therapeutics	Biotechnology	8.59M			
SLP	Simulations Plus	Health Care Technology	866.10M			
SLQT	SelectQuote	Insurance Brokers	147.72M			
SLRC	SLR Investment	Capital Markets	785.99M			
SLRX	Salarius Pharmaceuticals	Biotechnology	4.22M			
SLS	SELLAS Life Sciences Group	Biotechnology	93.51M			
SLVM	Sylvamo	Paper & Paper Products	2.04B			
SLVR	SilverSPAC	Shell Companies	247.75M			
SM	SM Energy Company	"Oil, Gas & Consumable Fuels"	5.74B			
SMAP	SportsMap Tech Acquisition	Blank Check / SPAC	151.63M			
SMAR	Smartsheet	Software	4.11B			
SMBC	Southern Missouri Bancorp	Thrifts & Mortgage Finance	482.22M			
SMBK	SmartFinancial	Banks	504.43M			
SMCI	Super Micro Computer	"Technology Hardware, Storage & Periph..."	4.42B			
SMFG	Sumitomo Mitsui Financial Group	Banks	42.10B			
SMFL	Smart for Life	Packaged Foods	13.92M			
SMFR	Sema4 Holdings	Health Information Services	388.25M			
SMG	The Scotts Miracle-Gro Company	Chemicals	3.54B			
SMHI	Seacor Marine Holdings	Energy Equipment & Services	201.60M			
SMID	Smith-Midland	Construction Materials	105.82M			
SMIH	Summit Healthcare Acquisition	Blank Check / SPAC	198.80M			
SMIT	Schmitt Industries	"Electronic Equipment, Instruments & C..."	4.14M			
SMLP	Summit Midstream Partners LP	"Oil, Gas & Consumable Fuels"	204.96M			
SMLR	Semler Scientific	Health Care Equipment & Supplies	216.62M			
SMMF	Summit Financial Group	Banks	365.27M			
SMMT	Summit Therapeutics	Biotechnology	207.25M			
SMP	Standard Motor Products	Auto Components	867.33M			
SMPL	The Simply Good Foods Company	Food Products	3.71B			
SMR	NuScale Power	Specialty Industrial Machinery	497.19M			
SMRT	SmartRent	Software-Application	595.19M			
SMSI	Smith Micro Software	Software	125.12M			
SMTC	Semtech	Semiconductors & Semiconductor Equipment	1.96B			
SMTI	Sanara MedTech	Medical Instruments & Supplies	290.22M			
SMTS	Sierra Metals	Metals & Mining	34.43M			
SMWB	Similarweb	Internet Content & Information	471.51M			
SNA	Snap-on	Machinery	12.45B			
SNAL	Snail	Communication Services	114.00M			
SNAP	"Snap, Inc."	Interactive Media & Services	15.74B			
SNAX	Stryve Foods	Packaged Foods	8.50M			
SNBR	Sleep Number	Specialty Retail	728.23M			
SNCE	Science 37	Health Information Services	98.81M			
SNCR	Synchronoss Technologies	Software	86.29M			
SNCY	Sun Country Airlines Holdings	Airlines	1.25B			
SND	Smart Sand	Energy Equipment & Services	104.59M			
SNDA	Sonida Senior Living	Medical Care Facilities	109.08M			
SNDL	Sundial Growers	Pharmaceuticals	618.78M			
SNDR	Schneider National	Road & Rail	2.28B			
SNDX	Syndax Pharmaceuticals	Biotechnology	1.34B			
SNES	SenesTech	Pharmaceuticals	1.92M			
SNEX	StoneX Group	Capital Markets	1.91B			
SNFCA	Security National Financial	Thrifts & Mortgage Finance	132.71M			
SNGX	Soligenix	Biotechnology	29.75M			
SNMP	Evolve Transition Infrastructure LP	"Oil, Gas & Consumable Fuels"	40.80M			
SNN	Smith & Nephew	Health Care Equipment & Supplies	11.09B			
SNOA	Sonoma Pharmaceuticals	Pharmaceuticals	6.33M			
SNOW	Snowflake	IT Services	51.01B			
SNPO	Snap One Holdings	Electronics & Computer Distribution	741.86M			
SNPS	Synopsys	Software	50.67B			
SNPX	Synaptogenix	Biotechnology	45.22M			
SNRH	Senior Connect Acquisition I	Blank Check / SPAC	414.83M			
SNSE	Sensei Biotherapeutics	Biotechnology	45.77M			
SNT	Senstar Technologies	"Electronic Equipment, Instruments & C..."	36.95M			
SNTG	Sentage Holdings	Credit Services	6.64M			
SNTI	Senti Biosciences	Biotechnology	106.77M			
SNV	Synovus Financial	Banks	6.41B			
SNX	Synnex	"Electronic Equipment, Instruments & C..."	9.48B			
SNY	Sanofi	Pharmaceuticals	107.35B			
SO	The Southern Company	Electric Utilities	70.86B			
SOBR	SOBR Safe	Scientific & Technical Instruments	27.09M			
SOFI	SoFi Technologies	Consumer Finance	4.76B			
SOFO	Sonic Foundry	Software	11.20M			
SOHO	Sotherly Hotels	Equity Real Estate Investment Trusts ...	41.40M			
SOHU	Sohu.com	Interactive Media & Services	538.42M			
SOI	Solaris Oilfield Infrastructure	Energy Equipment & Services	399.17M			
SOL	ReneSola	Construction & Engineering	324.26M			
SOLO	Electrameccanica Vehicles	Automobiles	153.37M			
SON	Sonoco Products Company	Containers & Packaging	5.67B			
SOND	Sonder Holdings	Lodging	443.62M			
SONM	Sonim Technologies	"Technology Hardware, Storage & Periph..."	17.74M			
SONN	Sonnet BioTherapeutics Holdings	Biotechnology	5.50M			
SONO	Sonos	Household Durables	2.25B			
SONX	Sonendo	Medical Devices	92.99M			
SONY	Sony Group	Household Durables	102.89B			
SOPA	Society Pass	Software-Application	41.11M			
SOPH	SOPHiA GENETICS	Health Information Services	146.40M			
SOS	SOS Limited	Professional Services	14.64B			
SOTK	Sono-Tek	"Electronic Equipment, Instruments & C..."	93.64M			
SOUN	SoundHound AI	Software-Application	283.93M			
SOVO	Sovos Brands	Packaged Foods	1.43B			
SP	SP Plus	Commercial Services & Supplies	690.12M			
SPB	Spectrum Brands Holdings	Household Products	2.07B			
SPCB	SuperCom	"Electronic Equipment, Instruments & C..."	8.56M			
SPCE	Virgin Galactic Holdings	Aerospace & Defense	1.51B			
SPCM	"Sound Point Acquisition Corp I,"	Blank Check / SPAC	265.22M			
SPFI	South Plains Financial	Banks	527.13M			
SPG	Simon Property Group	Equity Real Estate Investment Trusts ...	39.30B			
SPGI	S&P Global	Capital Markets	116.05B			
SPGS	Simon Property Group Acquisition Holdings	Blank Check / SPAC	345.35M			
SPH	Suburban Propane Partners	Gas Utilities	990.15M			
SPI	SPI Energy Co.	Semiconductors & Semiconductor Equipment	42.40M			
SPIR	Spire Global	Specialty Business Services	208.44M			
SPK	SPK Acquisition	Blank Check / SPAC	10.57M			
SPKB	Silver Spike Acquisition II	Blank Check / SPAC	287.21M			
SPLK	Splunk	Software	13.94B			
SPLP	Steel Partners Holdings LP	Industrial Conglomerates	934.04M			
SPNE	SeaSpine Holdings	Health Care Equipment & Supplies	272.70M			
SPNS	Sapiens International	Software	1.07B			
SPNT	SiriusPoint	Insurance-Reinsurance	930.85M			
SPOK	Spok Holdings	Wireless Telecommunication Services	171.23M			
SPOT	Spotify Technology	Entertainment	16.17B			
SPPI	Spectrum Pharmaceuticals	Biotechnology	88.95M			
SPR	Spirit AeroSystems Holdings	Aerospace & Defense	2.97B			
SPRB	Spruce Biosciences	Biotechnology	27.33M			
SPRC	SciSparc	Biotechnology	3.74M			
SPRO	Spero Therapeutics	Biotechnology	70.14M			
SPRY	ARS Pharmaceuticals	Biotechnology	218.42M			
SPSC	SPS Commerce	Software	4.80B			
SPT	Sprout Social	Software	3.26B			
SPTK	SportsTek Acquisition	Blank Check / SPAC	172.67M			
SPTN	SpartanNash Company	Food & Staples Retailing	1.19B			
SPWH	Sportsman's Warehouse Holdings	Specialty Retail	374.69M			
SPWR	SunPower	Semiconductors & Semiconductor Equipment	3.89B			
SPXC	SPX Technologies	Machinery	3.28B			
SQ	Block	IT Services	38.51B			
SQFT	Presidio Property Trust	REIT-Diversified	13.92M			
SQL	SeqLL	Diagnostics & Research	5.62M			
SQM	Sociedad Quimica y Minera de Chile	Chemicals	31.71B			
SQNS	Sequans Communications	Semiconductors & Semiconductor Equipment	179.25M			
SQSP	Squarespace	Software-Infrastructure	1.82B			
SQZ	SQZ Biotechnologies Company	Biotechnology	80.14M			
SR	Spire	Gas Utilities	3.70B			
SRAD	Sportradar Group AG	Software-Application	2.05B			
SRAX	"SRAX, Inc."	Media	53.42M			
SRC	Spirit Realty Capital	Equity Real Estate Investment Trusts ...	5.48B			
SRCE	1st Source	Banks	1.41B			
SRCL	Stericycle	Commercial Services & Supplies	4.78B			
SRDX	SurModics	Health Care Equipment & Supplies	469.03M			
SRE	Sempra Energy	Multi-Utilities	48.61B			
SRG	Seritage Growth Properties	Equity Real Estate Investment Trusts ...	651.66M			
SRGA	Surgalign Holdings	Medical Devices	14.45M			
SRI	Stoneridge	Auto Components	668.96M			
SRL	Scully Royalty	Capital Markets	121.20M			
SRNE	Sorrento Therapeutics	Biotechnology	863.54M			
SRPT	Sarepta Therapeutics	Biotechnology	9.38B			
SRRK	Scholar Rock Holding	Biotechnology	438.95M			
SRT	Startek	IT Services	123.26M			
SRTS	Sensus Healthcare	Health Care Equipment & Supplies	125.84M			
SRZN	Surrozen	Biotechnology	64.63M			
SSAA	Science Strategic Acquisition Alpha	Blank Check / SPAC	311.12M			
SSB	South State	Banks	6.54B			
SSBI	Summit State Bank	Banks	104.26M			
SSBK	Southern States Bancshares	Banks-Regional	257.78M			
SSD	Simpson Manufacturing Company	Building Products	3.99B			
SSIC	Silver Spike Investment	Drug Manufacturers-Specialty & Generic	62.15M			
SSKN	STRATA Skin Sciences	Health Care Equipment & Supplies	30.04M			
SSL	Sasol	Chemicals	11.33B			
SSNC	SS&C Technologies Holdings	Software	13.48B			
SSNT	SilverSun Technologies	Software	18.55M			
SSP	The E.W. Scripps Company	Media	963.90M			
SSRM	SSR Mining	Metals & Mining	3.10B			
SSSS	SuRo Capital	Capital Markets	121.55M			
SST	System1	Interactive Media & Services	372.34M			
SSTI	ShotSpotter	Software	423.25M			
SSTK	Shutterstock	Internet & Direct Marketing Retail	1.93B			
SSU	SIGNA Sports United	Specialty Retail	2.17B			
SSY	SunLink Health Systems	Health Care Providers & Services	5.98M			
SSYS	Stratasys	"Technology Hardware, Storage & Periph..."	930.51M			
ST	Sensata Technologies Holding	Electrical Equipment	6.93B			
STAA	STAAR Surgical Company	Health Care Equipment & Supplies	3.19B			
STAB	Statera Biopharma	Biotechnology	6.12M			
STAF	Staffing 360 Solutions	Professional Services	6.23M			
STAG	Stag Industrial	Equity Real Estate Investment Trusts ...	5.90B			
STAR	iStar	Equity Real Estate Investment Trusts ...	994.42M			
STBA	S&T Bancorp	Banks	1.45B			
STBX	Starbox Group Holdings	Internet Content & Information	78.30M			
STC	Stewart Information Services	Insurance	1.11B			
STCN	Steel Connect	IT Services	83.53M			
STE	Steris	Health Care Equipment & Supplies	17.26B			
STEL	Stellar Bancorp.	Banks	1.81B			
STEM	"Stem, Inc."	Electrical Equipment	2.07B			
STEP	StepStone Group	Asset Management	1.98B			
STER	Sterling Check	Software-Infrastructure	1.35B			
STET	ST Energy Transition I	Shell Companies	289.80M			
STG	Sunlands Technology Group	Diversified Consumer Services	56.32M			
STGW	Stagwell	Advertising Agencies	999.21M			
STIM	Neuronetics	Health Care Equipment & Supplies	127.18M			
STIX	Semantix	Software-Application	124.36M			
STKH	Steakholder Foods	Packaged Foods	23.16M			
STKL	SunOpta	Food Products	1.01B			
STKS	The ONE Group Hospitality	"Hotels, Restaurants & Leisure"	204.89M			
STLA	Stellantis	Automobiles	47.78B			
STLD	Steel Dynamics	Metals & Mining	16.98B			
STM	STMicroelectronics	Semiconductors & Semiconductor Equipment	34.12B			
STN	Stantec	Professional Services	5.48B			
STNE	StoneCo	IT Services	3.10B			
STNG	Scorpio Tankers	"Oil, Gas & Consumable Fuels"	2.75B			
STOK	Stoke Therapeutics	Biotechnology	492.35M			
STOR	STORE Capital	Equity Real Estate Investment Trusts ...	8.95B			
STR	Sitio Royalties	Oil & Gas E&P	413.71M			
STRA	Strategic Education	Diversified Consumer Services	1.92B			
STRC	Sarcos Technology & Robotics	Computer Hardware	235.14M			
STRE	Supernova Partners Acquisition Company III	Blank Check / SPAC	280.75M			
STRL	Sterling Construction Company	Construction & Engineering	974.19M			
STRM	Streamline Health Solutions	Health Care Technology	98.05M			
STRN	Stran & Company	Advertising Agencies	26.13M			
STRO	Sutro Biopharma	Biotechnology	416.70M			
STRR	Star Equity Holdings	Diagnostics & Research	13.58M			
STRS	Stratus Properties	Real Estate Management & Development	231.16M			
STRT	STRATTEC Security	Auto Components	119.55M			
STRY	Starry Group Holdings	Telecom Services	46.87M			
STSA	Satsuma Pharmaceuticals	Pharmaceuticals	134.16M			
STSS	Sharps Technology	Medical Instruments & Supplies	9.48M			
STT	State Street	Capital Markets	29.72B			
STTK	Shattuck Labs	Biotechnology	93.66M			
STVN	Stevanato Group S.p.A.	Medical Instruments & Supplies	4.08B			
STWD	Starwood Property Trust	Mortgage Real Estate Investment Trust...	6.63B			
STX	Seagate Technology Holdings	"Technology Hardware, Storage & Periph..."	11.80B			
STXS	Stereotaxis	Health Care Equipment & Supplies	136.87M			
STZ	Constellation Brands	Beverages	39.82B			
SU	Suncor Energy	"Oil, Gas & Consumable Fuels"	49.60B			
SUAC	ShoulderUp Technology Acquisition	Blank Check / SPAC	315.69M			
SUI	Sun Communities	Equity Real Estate Investment Trusts ...	17.90B			
SUM	Summit Materials	Construction Materials	3.56B			
SUMO	Sumo Logic	Software	944.82M			
SUN	Sunoco LP	"Oil, Gas & Consumable Fuels"	3.56B			
SUNL	Sunlight Financial Holdings	Credit Services	113.29M			
SUNW	Sunworks	Electrical Equipment	77.41M			
SUP	Superior Industries International	Auto Components	133.19M			
SUPN	Supernus Pharmaceuticals	Pharmaceuticals	1.87B			
SUPV	Grupo Supervielle	Banks	167.16M			
SURF	Surface Oncology	Biotechnology	73.26M			
SURG	SurgePays	Wireless Telecommunication Services	69.64M			
SUZ	Suzano	Paper & Forest Products	14.26B			
SVC	Service Properties Trust	Equity Real Estate Investment Trusts ...	1.34B			
SVFA	SVF Investment	Shell Companies	605.56M			
SVFB	SVF Investment 2	Shell Companies	237.60M			
SVFD	Save Foods	Agricultural Inputs	6.19M			
SVII	Spring Valley Acquisition II	Blank Check / SPAC	232.53M			
SVM	Silvercorp Metals	Metals & Mining	503.22M			
SVNA	7 Acquisition	Blank Check / SPAC	233.45M			
SVRA	Savara	Biotechnology	133.43M			
SVRE	SaverOne 2014	Scientific & Technical Instruments	7.07M			
SVT	Servotronics	Electrical Equipment	29.06M			
SVVC	Firsthand Technology Value Fund	Securities and Commodity Exchanges	8.24M			
SWAV	ShockWave Medical	Health Care Equipment & Supplies	8.91B			
SWBI	Smith & Wesson Brands	Leisure Products	546.55M			
SWCH	Switch	IT Services	8.23B			
SWET	Athlon Acquisition	Blank Check / SPAC	276.55M			
SWI	SolarWinds	Software	1.54B			
SWIM	Latham Group	Building Products & Equipment	487.22M			
SWIR	Sierra Wireless	Communications Equipment	1.12B			
SWK	Stanley Black & Decker	Machinery	12.46B			
SWKH	SWK Holdings	Diversified Financial Services	246.05M			
SWKS	Skyworks Solutions	Semiconductors & Semiconductor Equipment	15.46B			
SWN	Southwestern Energy Company	"Oil, Gas & Consumable Fuels"	7.71B			
SWSS	Springwater Special Situations	Shell Companies	225.60M			
SWTX	Springworks Therapeutics	Biotechnology	1.56B			
SWVL	Swvl Holdings	Software-Application	59.44M			
SWX	Southwest Gas Holdings	Gas Utilities	4.45B			
SXC	SunCoke Energy	Metals & Mining	694.74M			
SXI	Standex International	Machinery	1.25B			
SXT	Sensient Technologies	Chemicals	3.04B			
SXTC	China SXT Pharmaceuticals	Personal Products	1.72M			
SY	So-Young International	Interactive Media & Services	59.92M			
SYBT	Stock Yards Bancorp	Banks	2.14B			
SYBX	Synlogic	Biotechnology	51.96M			
SYF	Synchrony Financial	Consumer Finance	18.13B			
SYK	Stryker	Health Care Equipment & Supplies	84.88B			
SYM	Symbotic	Shell Companies	563.70M			
SYN	Synthetic Biologics	Biotechnology	16.33M			
SYNA	Synaptics	Semiconductors & Semiconductor Equipment	4.20B			
SYNH	Syneos Health	Life Sciences Tools & Services	3.53B			
SYPR	Sypris Solutions	Auto Components	46.04M			
SYRS	Syros Pharmaceuticals	Biotechnology	80.54M			
SYTA	Siyata Mobile	Communications Equipment	2.32M			
SYY	Sysco	Food & Staples Retailing	42.81B			
SZZL	Sizzle Acquisition	Blank Check / SPAC	220.93M			
T	"AT&T, Inc."	Diversified Telecommunication Services	135.77B			
TA	TravelCenters of America	Specialty Retail	767.04M			
TAC	TransAlta	Independent Power and Renewable Elect...	2.56B			
TACT	TransAct Technologies	"Technology Hardware, Storage & Periph..."	54.51M			
TAIT	Taitron Components	"Electronic Equipment, Instruments & C..."	21.04M			
TAK	Takeda Pharmaceutical Company	Pharmaceuticals	43.06B			
TAL	TAL Education Group	Diversified Consumer Services	3.09B			
TALK	Talkspace	Medical Care Facilities	130.30M			
TALO	Talos Energy	"Oil, Gas & Consumable Fuels"	1.72B			
TALS	Talaris Therapeutics	Biotechnology	61.19M			
TANH	Tantech Holdings	Chemicals	2.83M			
TAOP	Taoping	IT Services	9.90M			
TAP	Molson Coors Beverage Company	Beverages	10.39B			
TARA	Protara Therapeutics	Biotechnology	29.41M			
TARO	Taro Pharmaceutical Industries	Pharmaceuticals	1.08B			
TARS	Tarsus Pharmaceuticals	Biotechnology	479.85M			
TASK	TaskUs	Information Technology Services	616.67M			
TAST	Carrols Restaurant Group	"Hotels, Restaurants & Leisure"	93.23M			
TATT	TAT Technologies	Aerospace & Defense	55.19M			
TAYD	Taylor Devices	Machinery	43.64M			
TBBK	The Bancorp	Banks	1.66B			
TBCP	Thunder Bridge Capital Partners III	Shell Companies	421.91M			
TBI	TrueBlue	Professional Services	687.09M			
TBK	Triumph Bancorp	Banks	1.45B			
TBLA	Taboola.com	Internet Content & Information	488.58M			
TBLD	Thornburg Income Builder Opportunities Trust	n/a	445.62M			
TBLT	Toughbuilt Industries	"Textiles, Apparel & Luxury Goods"	27.12M			
TBNK	Territorial Bancorp	Thrifts & Mortgage Finance	188.65M			
TBPH	Theravance Biopharma	Pharmaceuticals	752.64M			
TBSA	TB SA Acquisition	Blank Check / SPAC	199.80M			
TC	TuanChe	Internet Content & Information	200.55M			
TCBC	TC Bancshares	Banks-Regional	67.63M			
TCBI	Texas Capital Bancshares	Banks	3.05B			
TCBK	TriCo Bancshares	Banks	1.85B			
TCBP	TC BioPharm (Holdings)	Biotechnology	5.76M			
TCBS	Texas Community Bancshares	Banks-Regional	49.91M			
TCBX	Third Coast Bancshares	Banks-Regional	258.15M			
TCDA	Tricida	Pharmaceuticals	14.70M			
TCFC	The Community Financial Corporation	Banks	221.82M			
TCI	Transcontinental Realty Investors	Real Estate Management & Development	355.08M			
TCMD	Tactile Systems Technology	Health Care Equipment & Supplies	177.36M			
TCN	Tricon Residential	Real Estate Services	2.47B			
TCOA	Trajectory Alpha Acquisition	Blank Check / SPAC	170.95M			
TCOM	Trip.com Group	Internet & Direct Marketing Retail	18.51B			
TCON	TRACON Pharmaceuticals	Biotechnology	33.20M			
TCPC	Blackrock TCP Capital	Capital Markets	770.62M			
TCRR	TCR2 Therapeutics	Biotechnology	54.51M			
TCRT	Alaunos Therapeutics	Biotechnology	233.48M			
TCRX	TScan Therapeutics	Biotechnology	52.25M			
TCS	The Container Store Group	Specialty Retail	250.11M			
TCVA	TCV Acquisition	Blank Check / SPAC	407.55M			
TCX	Tucows	IT Services	387.16M			
TD	The Toronto-Dominion Bank	Banks	120.86B			
TDC	Teradata	Software	3.37B			
TDCX	"TDCX, Inc."	Specialty Business Services	1.98B			
TDG	TransDigm Group	Aerospace & Defense	33.96B			
TDOC	Teladoc Health	Health Care Technology	5.39B			
TDS	Telephone & Data Systems	Wireless Telecommunication Services	1.22B			
TDUP	ThredUp	Internet Retail	60.35M			
TDW	Tidewater	Energy Equipment & Services	1.52B			
TDY	Teledyne Technologies	Aerospace & Defense	19.36B			
TEAM	Atlassian	Software	21.11B			
TECH	Bio-Techne	Life Sciences Tools & Services	13.73B			
TECK	Teck Resources	Metals & Mining	17.67B			
